event_type,event_category,user_id,anonymous_id,session_id,product_id,metadata,created_at
SEARCH_QUERY,USER,f53308fb-6089-4097-90b4-63db24373043,,beb4e529-47bc-4c78-bb9f-ff7695e072f9,,{},2026-03-06T17:03:51.058830+00:00
VIEW_PRODUCT,USER,f53308fb-6089-4097-90b4-63db24373043,,beb4e529-47bc-4c78-bb9f-ff7695e072f9,51,{},2026-03-06T17:03:52.058830+00:00
SESSION_END,SYSTEM,f53308fb-6089-4097-90b4-63db24373043,,beb4e529-47bc-4c78-bb9f-ff7695e072f9,,{},2026-03-06T17:03:53.058830+00:00
SESSION_START,SYSTEM,f53308fb-6089-4097-90b4-63db24373043,,e913084b-79a4-44c0-96e4-afc4aac3d18a,,{},2026-03-09T17:02:58.058830+00:00
SEARCH_QUERY,USER,f53308fb-6089-4097-90b4-63db24373043,,e913084b-79a4-44c0-96e4-afc4aac3d18a,,{},2026-03-09T17:02:59.058830+00:00
VIEW_PRODUCT,USER,f53308fb-6089-4097-90b4-63db24373043,,e913084b-79a4-44c0-96e4-afc4aac3d18a,31,{},2026-03-09T17:03:00.058830+00:00
SEARCH_QUERY,USER,f53308fb-6089-4097-90b4-63db24373043,,e913084b-79a4-44c0-96e4-afc4aac3d18a,,{},2026-03-09T17:03:11.058830+00:00
VIEW_PRODUCT,USER,f53308fb-6089-4097-90b4-63db24373043,,e913084b-79a4-44c0-96e4-afc4aac3d18a,43,{},2026-03-09T17:03:12.058830+00:00
SEARCH_QUERY,USER,f53308fb-6089-4097-90b4-63db24373043,,e913084b-79a4-44c0-96e4-afc4aac3d18a,,{},2026-03-09T17:03:17.058830+00:00
VIEW_PRODUCT,USER,f53308fb-6089-4097-90b4-63db24373043,,e913084b-79a4-44c0-96e4-afc4aac3d18a,61,{},2026-03-09T17:03:19.058830+00:00
VIEW_PRODUCT,USER,f53308fb-6089-4097-90b4-63db24373043,,e913084b-79a4-44c0-96e4-afc4aac3d18a,37,{},2026-03-09T17:03:21.058830+00:00
SEARCH_QUERY,USER,f53308fb-6089-4097-90b4-63db24373043,,e913084b-79a4-44c0-96e4-afc4aac3d18a,,{},2026-03-09T17:03:22.058830+00:00
VIEW_PRODUCT,USER,f53308fb-6089-4097-90b4-63db24373043,,e913084b-79a4-44c0-96e4-afc4aac3d18a,20,{},2026-03-09T17:03:29.058830+00:00
VIEW_PRODUCT,USER,f53308fb-6089-4097-90b4-63db24373043,,e913084b-79a4-44c0-96e4-afc4aac3d18a,67,{},2026-03-09T17:03:41.058830+00:00
ADD_TO_FAVORITES,USER,f53308fb-6089-4097-90b4-63db24373043,,e913084b-79a4-44c0-96e4-afc4aac3d18a,67,{},2026-03-09T17:03:44.058830+00:00
VIEW_PRODUCT,USER,f53308fb-6089-4097-90b4-63db24373043,,e913084b-79a4-44c0-96e4-afc4aac3d18a,37,{},2026-03-09T17:03:45.058830+00:00
SEARCH_QUERY,USER,f53308fb-6089-4097-90b4-63db24373043,,e913084b-79a4-44c0-96e4-afc4aac3d18a,,{},2026-03-09T17:03:55.058830+00:00
VIEW_PRODUCT,USER,f53308fb-6089-4097-90b4-63db24373043,,e913084b-79a4-44c0-96e4-afc4aac3d18a,39,{},2026-03-09T17:03:56.058830+00:00
SESSION_END,SYSTEM,f53308fb-6089-4097-90b4-63db24373043,,e913084b-79a4-44c0-96e4-afc4aac3d18a,,{},2026-03-09T17:03:57.058830+00:00
SESSION_START,SYSTEM,8d0156e6-39cb-468a-a27f-91f38b86bcfa,,3e2f3849-7302-4ff8-bf3d-ac6a12977764,,{},2026-03-04T20:02:58.058830+00:00
LOGIN,USER,8d0156e6-39cb-468a-a27f-91f38b86bcfa,,3e2f3849-7302-4ff8-bf3d-ac6a12977764,,{},2026-03-04T20:03:02.058830+00:00
VIEW_PRODUCT,USER,8d0156e6-39cb-468a-a27f-91f38b86bcfa,,3e2f3849-7302-4ff8-bf3d-ac6a12977764,69,{},2026-03-04T20:03:05.058830+00:00
ADD_TO_FAVORITES,USER,8d0156e6-39cb-468a-a27f-91f38b86bcfa,,3e2f3849-7302-4ff8-bf3d-ac6a12977764,69,{},2026-03-04T20:03:07.058830+00:00
ADD_TO_CART,USER,8d0156e6-39cb-468a-a27f-91f38b86bcfa,,3e2f3849-7302-4ff8-bf3d-ac6a12977764,69,{},2026-03-04T20:03:08.058830+00:00
VIEW_PRODUCT,USER,8d0156e6-39cb-468a-a27f-91f38b86bcfa,,3e2f3849-7302-4ff8-bf3d-ac6a12977764,70,{},2026-03-04T20:03:09.058830+00:00
ADD_TO_CART,USER,8d0156e6-39cb-468a-a27f-91f38b86bcfa,,3e2f3849-7302-4ff8-bf3d-ac6a12977764,70,{},2026-03-04T20:03:11.058830+00:00
SEARCH_QUERY,USER,8d0156e6-39cb-468a-a27f-91f38b86bcfa,,3e2f3849-7302-4ff8-bf3d-ac6a12977764,,{},2026-03-04T20:03:13.058830+00:00
VIEW_PRODUCT,USER,8d0156e6-39cb-468a-a27f-91f38b86bcfa,,3e2f3849-7302-4ff8-bf3d-ac6a12977764,16,{},2026-03-04T20:03:15.058830+00:00
VIEW_PRODUCT,USER,8d0156e6-39cb-468a-a27f-91f38b86bcfa,,3e2f3849-7302-4ff8-bf3d-ac6a12977764,66,{},2026-03-04T20:03:18.058830+00:00
VIEW_PRODUCT,USER,8d0156e6-39cb-468a-a27f-91f38b86bcfa,,3e2f3849-7302-4ff8-bf3d-ac6a12977764,56,{},2026-03-04T20:03:24.058830+00:00
ADD_TO_CART,USER,8d0156e6-39cb-468a-a27f-91f38b86bcfa,,3e2f3849-7302-4ff8-bf3d-ac6a12977764,56,{},2026-03-04T20:03:26.058830+00:00
REMOVE_FROM_CART,USER,8d0156e6-39cb-468a-a27f-91f38b86bcfa,,3e2f3849-7302-4ff8-bf3d-ac6a12977764,56,{},2026-03-04T20:03:27.058830+00:00
SEARCH_QUERY,USER,8d0156e6-39cb-468a-a27f-91f38b86bcfa,,3e2f3849-7302-4ff8-bf3d-ac6a12977764,,{},2026-03-04T20:03:40.058830+00:00
VIEW_PRODUCT,USER,8d0156e6-39cb-468a-a27f-91f38b86bcfa,,3e2f3849-7302-4ff8-bf3d-ac6a12977764,32,{},2026-03-04T20:03:41.058830+00:00
SEARCH_QUERY,USER,8d0156e6-39cb-468a-a27f-91f38b86bcfa,,3e2f3849-7302-4ff8-bf3d-ac6a12977764,,{},2026-03-04T20:03:50.058830+00:00
VIEW_PRODUCT,USER,8d0156e6-39cb-468a-a27f-91f38b86bcfa,,3e2f3849-7302-4ff8-bf3d-ac6a12977764,24,{},2026-03-04T20:03:53.058830+00:00
SEARCH_QUERY,USER,8d0156e6-39cb-468a-a27f-91f38b86bcfa,,3e2f3849-7302-4ff8-bf3d-ac6a12977764,,{},2026-03-04T20:03:56.058830+00:00
VIEW_PRODUCT,USER,8d0156e6-39cb-468a-a27f-91f38b86bcfa,,3e2f3849-7302-4ff8-bf3d-ac6a12977764,1,{},2026-03-04T20:03:57.058830+00:00
VIEW_PRODUCT,USER,8d0156e6-39cb-468a-a27f-91f38b86bcfa,,3e2f3849-7302-4ff8-bf3d-ac6a12977764,30,{},2026-03-04T20:04:06.058830+00:00
ADD_TO_CART,USER,8d0156e6-39cb-468a-a27f-91f38b86bcfa,,3e2f3849-7302-4ff8-bf3d-ac6a12977764,30,{},2026-03-04T20:04:08.058830+00:00
REMOVE_FROM_CART,USER,8d0156e6-39cb-468a-a27f-91f38b86bcfa,,3e2f3849-7302-4ff8-bf3d-ac6a12977764,30,{},2026-03-04T20:04:10.058830+00:00
PURCHASE,BUSINESS,8d0156e6-39cb-468a-a27f-91f38b86bcfa,,3e2f3849-7302-4ff8-bf3d-ac6a12977764,69,{},2026-03-04T20:04:18.058830+00:00
LOGOUT,USER,8d0156e6-39cb-468a-a27f-91f38b86bcfa,,3e2f3849-7302-4ff8-bf3d-ac6a12977764,,{},2026-03-04T20:04:19.058830+00:00
SESSION_END,SYSTEM,8d0156e6-39cb-468a-a27f-91f38b86bcfa,,3e2f3849-7302-4ff8-bf3d-ac6a12977764,,{},2026-03-04T20:04:21.058830+00:00
SESSION_START,SYSTEM,,9f653f98-47a4-4115-942f-de3a86c0efb8,6befb740-f341-4f5b-b22a-0f9cd8a0b3ec,,{},2026-03-06T13:02:58.058830+00:00
VIEW_PRODUCT,USER,,9f653f98-47a4-4115-942f-de3a86c0efb8,6befb740-f341-4f5b-b22a-0f9cd8a0b3ec,41,{},2026-03-06T13:03:04.058830+00:00
ADD_TO_CART,USER,,9f653f98-47a4-4115-942f-de3a86c0efb8,6befb740-f341-4f5b-b22a-0f9cd8a0b3ec,41,{},2026-03-06T13:03:05.058830+00:00
REMOVE_FROM_CART,USER,,9f653f98-47a4-4115-942f-de3a86c0efb8,6befb740-f341-4f5b-b22a-0f9cd8a0b3ec,41,{},2026-03-06T13:03:09.058830+00:00
VIEW_PRODUCT,USER,,9f653f98-47a4-4115-942f-de3a86c0efb8,6befb740-f341-4f5b-b22a-0f9cd8a0b3ec,41,{},2026-03-06T13:03:18.058830+00:00
ADD_TO_CART,USER,,9f653f98-47a4-4115-942f-de3a86c0efb8,6befb740-f341-4f5b-b22a-0f9cd8a0b3ec,41,{},2026-03-06T13:03:21.058830+00:00
SEARCH_QUERY,USER,,9f653f98-47a4-4115-942f-de3a86c0efb8,6befb740-f341-4f5b-b22a-0f9cd8a0b3ec,,{},2026-03-06T13:03:26.058830+00:00
VIEW_PRODUCT,USER,,9f653f98-47a4-4115-942f-de3a86c0efb8,6befb740-f341-4f5b-b22a-0f9cd8a0b3ec,40,{},2026-03-06T13:03:31.058830+00:00
SESSION_END,SYSTEM,,9f653f98-47a4-4115-942f-de3a86c0efb8,6befb740-f341-4f5b-b22a-0f9cd8a0b3ec,,{},2026-03-06T13:03:33.058830+00:00
SESSION_START,SYSTEM,,a19350a2-ccf3-486f-9cd6-495379c35c0e,e5276b05-85b3-4867-82d0-9b3e144f21d0,,{},2026-03-07T04:02:58.058830+00:00
VIEW_PRODUCT,USER,,a19350a2-ccf3-486f-9cd6-495379c35c0e,e5276b05-85b3-4867-82d0-9b3e144f21d0,18,{},2026-03-07T04:02:59.058830+00:00
ADD_TO_CART,USER,,a19350a2-ccf3-486f-9cd6-495379c35c0e,e5276b05-85b3-4867-82d0-9b3e144f21d0,18,{},2026-03-07T04:03:00.058830+00:00
REMOVE_FROM_CART,USER,,a19350a2-ccf3-486f-9cd6-495379c35c0e,e5276b05-85b3-4867-82d0-9b3e144f21d0,18,{},2026-03-07T04:03:04.058830+00:00
VIEW_PRODUCT,USER,,a19350a2-ccf3-486f-9cd6-495379c35c0e,e5276b05-85b3-4867-82d0-9b3e144f21d0,72,{},2026-03-07T04:03:16.058830+00:00
ADD_TO_CART,USER,,a19350a2-ccf3-486f-9cd6-495379c35c0e,e5276b05-85b3-4867-82d0-9b3e144f21d0,72,{},2026-03-07T04:03:17.058830+00:00
VIEW_PRODUCT,USER,,a19350a2-ccf3-486f-9cd6-495379c35c0e,e5276b05-85b3-4867-82d0-9b3e144f21d0,72,{},2026-03-07T04:03:18.058830+00:00
ADD_TO_CART,USER,,a19350a2-ccf3-486f-9cd6-495379c35c0e,e5276b05-85b3-4867-82d0-9b3e144f21d0,72,{},2026-03-07T04:03:19.058830+00:00
VIEW_PRODUCT,USER,,a19350a2-ccf3-486f-9cd6-495379c35c0e,e5276b05-85b3-4867-82d0-9b3e144f21d0,12,{},2026-03-07T04:03:20.058830+00:00
ADD_TO_CART,USER,,a19350a2-ccf3-486f-9cd6-495379c35c0e,e5276b05-85b3-4867-82d0-9b3e144f21d0,12,{},2026-03-07T04:03:21.058830+00:00
SESSION_END,SYSTEM,,a19350a2-ccf3-486f-9cd6-495379c35c0e,e5276b05-85b3-4867-82d0-9b3e144f21d0,,{},2026-03-07T04:03:22.058830+00:00
SESSION_START,SYSTEM,,5a4726f7-977b-4db1-9522-f3fd2b448862,38c75384-39fd-4fd5-8560-4df3bb6de8d0,,{},2026-03-09T17:02:58.058830+00:00
VIEW_PRODUCT,USER,,5a4726f7-977b-4db1-9522-f3fd2b448862,38c75384-39fd-4fd5-8560-4df3bb6de8d0,25,{},2026-03-09T17:03:00.058830+00:00
ADD_TO_CART,USER,,5a4726f7-977b-4db1-9522-f3fd2b448862,38c75384-39fd-4fd5-8560-4df3bb6de8d0,25,{},2026-03-09T17:03:02.058830+00:00
VIEW_PRODUCT,USER,,5a4726f7-977b-4db1-9522-f3fd2b448862,38c75384-39fd-4fd5-8560-4df3bb6de8d0,70,{},2026-03-09T17:03:08.058830+00:00
ADD_TO_CART,USER,,5a4726f7-977b-4db1-9522-f3fd2b448862,38c75384-39fd-4fd5-8560-4df3bb6de8d0,70,{},2026-03-09T17:03:12.058830+00:00
REMOVE_FROM_CART,USER,,5a4726f7-977b-4db1-9522-f3fd2b448862,38c75384-39fd-4fd5-8560-4df3bb6de8d0,70,{},2026-03-09T17:03:14.058830+00:00
LOGIN,USER,27cb7708-97ee-4cf7-907e-420e9b43d571,,38c75384-39fd-4fd5-8560-4df3bb6de8d0,,{},2026-03-09T17:03:21.058830+00:00
PURCHASE,BUSINESS,27cb7708-97ee-4cf7-907e-420e9b43d571,,38c75384-39fd-4fd5-8560-4df3bb6de8d0,25,{},2026-03-09T17:03:28.058830+00:00
SESSION_END,SYSTEM,27cb7708-97ee-4cf7-907e-420e9b43d571,,38c75384-39fd-4fd5-8560-4df3bb6de8d0,,{},2026-03-09T17:03:29.058830+00:00
SESSION_START,SYSTEM,,256eda78-fb2e-4492-b328-8ae605bbd2c1,5ff5eda6-8458-4caa-821f-f91ed4ceb0fc,,{},2026-03-12T11:02:58.058830+00:00
VIEW_PRODUCT,USER,,256eda78-fb2e-4492-b328-8ae605bbd2c1,5ff5eda6-8458-4caa-821f-f91ed4ceb0fc,17,{},2026-03-12T11:02:59.058830+00:00
VIEW_PRODUCT,USER,,256eda78-fb2e-4492-b328-8ae605bbd2c1,5ff5eda6-8458-4caa-821f-f91ed4ceb0fc,8,{},2026-03-12T11:03:15.058830+00:00
ADD_TO_FAVORITES,USER,,256eda78-fb2e-4492-b328-8ae605bbd2c1,5ff5eda6-8458-4caa-821f-f91ed4ceb0fc,8,{},2026-03-12T11:03:16.058830+00:00
ADD_TO_CART,USER,,256eda78-fb2e-4492-b328-8ae605bbd2c1,5ff5eda6-8458-4caa-821f-f91ed4ceb0fc,8,{},2026-03-12T11:03:17.058830+00:00
REMOVE_FROM_CART,USER,,256eda78-fb2e-4492-b328-8ae605bbd2c1,5ff5eda6-8458-4caa-821f-f91ed4ceb0fc,8,{},2026-03-12T11:03:21.058830+00:00
VIEW_PRODUCT,USER,,256eda78-fb2e-4492-b328-8ae605bbd2c1,5ff5eda6-8458-4caa-821f-f91ed4ceb0fc,69,{},2026-03-12T11:03:22.058830+00:00
ADD_TO_FAVORITES,USER,,256eda78-fb2e-4492-b328-8ae605bbd2c1,5ff5eda6-8458-4caa-821f-f91ed4ceb0fc,69,{},2026-03-12T11:03:23.058830+00:00
ADD_TO_CART,USER,,256eda78-fb2e-4492-b328-8ae605bbd2c1,5ff5eda6-8458-4caa-821f-f91ed4ceb0fc,69,{},2026-03-12T11:03:24.058830+00:00
REMOVE_FROM_CART,USER,,256eda78-fb2e-4492-b328-8ae605bbd2c1,5ff5eda6-8458-4caa-821f-f91ed4ceb0fc,69,{},2026-03-12T11:03:26.058830+00:00
SESSION_END,SYSTEM,,256eda78-fb2e-4492-b328-8ae605bbd2c1,5ff5eda6-8458-4caa-821f-f91ed4ceb0fc,,{},2026-03-12T11:03:27.058830+00:00
SESSION_START,SYSTEM,,091b100f-f6b0-46db-9776-135ff9320df2,e3ee2079-c31d-4d61-bca9-275f2d8b9d69,,{},2026-03-14T13:02:58.058830+00:00
VIEW_PRODUCT,USER,,091b100f-f6b0-46db-9776-135ff9320df2,e3ee2079-c31d-4d61-bca9-275f2d8b9d69,63,{},2026-03-14T13:02:59.058830+00:00
ADD_TO_CART,USER,,091b100f-f6b0-46db-9776-135ff9320df2,e3ee2079-c31d-4d61-bca9-275f2d8b9d69,63,{},2026-03-14T13:03:00.058830+00:00
VIEW_PRODUCT,USER,,091b100f-f6b0-46db-9776-135ff9320df2,e3ee2079-c31d-4d61-bca9-275f2d8b9d69,60,{},2026-03-14T13:03:11.058830+00:00
ADD_TO_CART,USER,,091b100f-f6b0-46db-9776-135ff9320df2,e3ee2079-c31d-4d61-bca9-275f2d8b9d69,60,{},2026-03-14T13:03:12.058830+00:00
LOGIN,USER,94554a00-e1d5-4d1d-9747-e6ec023ffc46,,e3ee2079-c31d-4d61-bca9-275f2d8b9d69,,{},2026-03-14T13:03:13.058830+00:00
PURCHASE,BUSINESS,94554a00-e1d5-4d1d-9747-e6ec023ffc46,,e3ee2079-c31d-4d61-bca9-275f2d8b9d69,63,{},2026-03-14T13:03:14.058830+00:00
SESSION_END,SYSTEM,94554a00-e1d5-4d1d-9747-e6ec023ffc46,,e3ee2079-c31d-4d61-bca9-275f2d8b9d69,,{},2026-03-14T13:03:15.058830+00:00
SESSION_START,SYSTEM,42e4f89a-686a-4806-8f13-9bf030f3b3f6,,db7ac92d-0da2-4c00-b438-5c090e24e2e8,,{},2026-03-05T09:02:58.058830+00:00
VIEW_PRODUCT,USER,42e4f89a-686a-4806-8f13-9bf030f3b3f6,,db7ac92d-0da2-4c00-b438-5c090e24e2e8,34,{},2026-03-05T09:03:04.058830+00:00
ADD_TO_CART,USER,42e4f89a-686a-4806-8f13-9bf030f3b3f6,,db7ac92d-0da2-4c00-b438-5c090e24e2e8,34,{},2026-03-05T09:03:05.058830+00:00
REMOVE_FROM_CART,USER,42e4f89a-686a-4806-8f13-9bf030f3b3f6,,db7ac92d-0da2-4c00-b438-5c090e24e2e8,34,{},2026-03-05T09:03:07.058830+00:00
SEARCH_QUERY,USER,42e4f89a-686a-4806-8f13-9bf030f3b3f6,,db7ac92d-0da2-4c00-b438-5c090e24e2e8,,{},2026-03-05T09:03:14.058830+00:00
VIEW_PRODUCT,USER,42e4f89a-686a-4806-8f13-9bf030f3b3f6,,db7ac92d-0da2-4c00-b438-5c090e24e2e8,41,{},2026-03-05T09:03:17.058830+00:00
VIEW_PRODUCT,USER,42e4f89a-686a-4806-8f13-9bf030f3b3f6,,db7ac92d-0da2-4c00-b438-5c090e24e2e8,23,{},2026-03-05T09:03:26.058830+00:00
ADD_TO_CART,USER,42e4f89a-686a-4806-8f13-9bf030f3b3f6,,db7ac92d-0da2-4c00-b438-5c090e24e2e8,23,{},2026-03-05T09:03:27.058830+00:00
PURCHASE,BUSINESS,42e4f89a-686a-4806-8f13-9bf030f3b3f6,,db7ac92d-0da2-4c00-b438-5c090e24e2e8,23,{},2026-03-05T09:03:28.058830+00:00
SESSION_END,SYSTEM,42e4f89a-686a-4806-8f13-9bf030f3b3f6,,db7ac92d-0da2-4c00-b438-5c090e24e2e8,,{},2026-03-05T09:03:29.058830+00:00
SESSION_START,SYSTEM,42e4f89a-686a-4806-8f13-9bf030f3b3f6,,5d7d025f-7357-4906-b8e6-4f8379816cb5,,{},2026-03-06T17:02:58.058830+00:00
VIEW_PRODUCT,USER,42e4f89a-686a-4806-8f13-9bf030f3b3f6,,5d7d025f-7357-4906-b8e6-4f8379816cb5,16,{},2026-03-06T17:03:00.058830+00:00
ADD_TO_CART,USER,42e4f89a-686a-4806-8f13-9bf030f3b3f6,,5d7d025f-7357-4906-b8e6-4f8379816cb5,16,{},2026-03-06T17:03:01.058830+00:00
VIEW_PRODUCT,USER,42e4f89a-686a-4806-8f13-9bf030f3b3f6,,5d7d025f-7357-4906-b8e6-4f8379816cb5,70,{},2026-03-06T17:03:07.058830+00:00
ADD_TO_FAVORITES,USER,42e4f89a-686a-4806-8f13-9bf030f3b3f6,,5d7d025f-7357-4906-b8e6-4f8379816cb5,70,{},2026-03-06T17:03:11.058830+00:00
ADD_TO_CART,USER,42e4f89a-686a-4806-8f13-9bf030f3b3f6,,5d7d025f-7357-4906-b8e6-4f8379816cb5,70,{},2026-03-06T17:03:13.058830+00:00
VIEW_PRODUCT,USER,42e4f89a-686a-4806-8f13-9bf030f3b3f6,,5d7d025f-7357-4906-b8e6-4f8379816cb5,56,{},2026-03-06T17:03:27.058830+00:00
PURCHASE,BUSINESS,42e4f89a-686a-4806-8f13-9bf030f3b3f6,,5d7d025f-7357-4906-b8e6-4f8379816cb5,70,{},2026-03-06T17:03:30.058830+00:00
SESSION_END,SYSTEM,42e4f89a-686a-4806-8f13-9bf030f3b3f6,,5d7d025f-7357-4906-b8e6-4f8379816cb5,,{},2026-03-06T17:03:31.058830+00:00
SESSION_START,SYSTEM,78961a9d-b164-4e51-be3b-e0556a933538,,2ee214bc-6b4f-4f29-ac67-d56eeec025b9,,{},2026-03-04T05:02:58.058830+00:00
LOGIN,USER,78961a9d-b164-4e51-be3b-e0556a933538,,2ee214bc-6b4f-4f29-ac67-d56eeec025b9,,{},2026-03-04T05:03:00.058830+00:00
VIEW_PRODUCT,USER,78961a9d-b164-4e51-be3b-e0556a933538,,2ee214bc-6b4f-4f29-ac67-d56eeec025b9,38,{},2026-03-04T05:03:01.058830+00:00
ADD_TO_CART,USER,78961a9d-b164-4e51-be3b-e0556a933538,,2ee214bc-6b4f-4f29-ac67-d56eeec025b9,38,{},2026-03-04T05:03:02.058830+00:00
REMOVE_FROM_CART,USER,78961a9d-b164-4e51-be3b-e0556a933538,,2ee214bc-6b4f-4f29-ac67-d56eeec025b9,38,{},2026-03-04T05:03:07.058830+00:00
VIEW_PRODUCT,USER,78961a9d-b164-4e51-be3b-e0556a933538,,2ee214bc-6b4f-4f29-ac67-d56eeec025b9,69,{},2026-03-04T05:03:08.058830+00:00
ADD_TO_CART,USER,78961a9d-b164-4e51-be3b-e0556a933538,,2ee214bc-6b4f-4f29-ac67-d56eeec025b9,69,{},2026-03-04T05:03:14.058830+00:00
VIEW_PRODUCT,USER,78961a9d-b164-4e51-be3b-e0556a933538,,2ee214bc-6b4f-4f29-ac67-d56eeec025b9,59,{},2026-03-04T05:03:23.058830+00:00
ADD_TO_CART,USER,78961a9d-b164-4e51-be3b-e0556a933538,,2ee214bc-6b4f-4f29-ac67-d56eeec025b9,59,{},2026-03-04T05:03:25.058830+00:00
PURCHASE,BUSINESS,78961a9d-b164-4e51-be3b-e0556a933538,,2ee214bc-6b4f-4f29-ac67-d56eeec025b9,59,{},2026-03-04T05:03:28.058830+00:00
LOGOUT,USER,78961a9d-b164-4e51-be3b-e0556a933538,,2ee214bc-6b4f-4f29-ac67-d56eeec025b9,,{},2026-03-04T05:03:32.058830+00:00
SESSION_END,SYSTEM,78961a9d-b164-4e51-be3b-e0556a933538,,2ee214bc-6b4f-4f29-ac67-d56eeec025b9,,{},2026-03-04T05:03:37.058830+00:00
SESSION_START,SYSTEM,78961a9d-b164-4e51-be3b-e0556a933538,,880e3cda-646b-4421-afae-83ba2a8898e6,,{},2026-03-06T16:02:58.058830+00:00
LOGIN,USER,78961a9d-b164-4e51-be3b-e0556a933538,,880e3cda-646b-4421-afae-83ba2a8898e6,,{},2026-03-06T16:02:59.058830+00:00
VIEW_PRODUCT,USER,78961a9d-b164-4e51-be3b-e0556a933538,,880e3cda-646b-4421-afae-83ba2a8898e6,19,{},2026-03-06T16:03:00.058830+00:00
ADD_TO_CART,USER,78961a9d-b164-4e51-be3b-e0556a933538,,880e3cda-646b-4421-afae-83ba2a8898e6,19,{},2026-03-06T16:03:01.058830+00:00
VIEW_PRODUCT,USER,78961a9d-b164-4e51-be3b-e0556a933538,,880e3cda-646b-4421-afae-83ba2a8898e6,20,{},2026-03-06T16:03:11.058830+00:00
ADD_TO_CART,USER,78961a9d-b164-4e51-be3b-e0556a933538,,880e3cda-646b-4421-afae-83ba2a8898e6,20,{},2026-03-06T16:03:12.058830+00:00
VIEW_PRODUCT,USER,78961a9d-b164-4e51-be3b-e0556a933538,,880e3cda-646b-4421-afae-83ba2a8898e6,35,{},2026-03-06T16:03:14.058830+00:00
ADD_TO_FAVORITES,USER,78961a9d-b164-4e51-be3b-e0556a933538,,880e3cda-646b-4421-afae-83ba2a8898e6,35,{},2026-03-06T16:03:15.058830+00:00
ADD_TO_CART,USER,78961a9d-b164-4e51-be3b-e0556a933538,,880e3cda-646b-4421-afae-83ba2a8898e6,35,{},2026-03-06T16:03:18.058830+00:00
REMOVE_FROM_CART,USER,78961a9d-b164-4e51-be3b-e0556a933538,,880e3cda-646b-4421-afae-83ba2a8898e6,35,{},2026-03-06T16:03:19.058830+00:00
PURCHASE,BUSINESS,78961a9d-b164-4e51-be3b-e0556a933538,,880e3cda-646b-4421-afae-83ba2a8898e6,19,{},2026-03-06T16:03:20.058830+00:00
SESSION_END,SYSTEM,78961a9d-b164-4e51-be3b-e0556a933538,,880e3cda-646b-4421-afae-83ba2a8898e6,,{},2026-03-06T16:03:21.058830+00:00
SESSION_START,SYSTEM,67e014c6-9b1b-48a0-9929-d43741e7bb0e,,67db28fb-d0d9-49b5-bbb4-3c0001f676e5,,{},2026-03-04T03:02:58.058830+00:00
VIEW_PRODUCT,USER,67e014c6-9b1b-48a0-9929-d43741e7bb0e,,67db28fb-d0d9-49b5-bbb4-3c0001f676e5,65,{},2026-03-04T03:03:02.058830+00:00
ADD_TO_CART,USER,67e014c6-9b1b-48a0-9929-d43741e7bb0e,,67db28fb-d0d9-49b5-bbb4-3c0001f676e5,65,{},2026-03-04T03:03:03.058830+00:00
REMOVE_FROM_CART,USER,67e014c6-9b1b-48a0-9929-d43741e7bb0e,,67db28fb-d0d9-49b5-bbb4-3c0001f676e5,65,{},2026-03-04T03:03:06.058830+00:00
VIEW_PRODUCT,USER,67e014c6-9b1b-48a0-9929-d43741e7bb0e,,67db28fb-d0d9-49b5-bbb4-3c0001f676e5,30,{},2026-03-04T03:03:07.058830+00:00
ADD_TO_FAVORITES,USER,67e014c6-9b1b-48a0-9929-d43741e7bb0e,,67db28fb-d0d9-49b5-bbb4-3c0001f676e5,30,{},2026-03-04T03:03:09.058830+00:00
ADD_TO_CART,USER,67e014c6-9b1b-48a0-9929-d43741e7bb0e,,67db28fb-d0d9-49b5-bbb4-3c0001f676e5,30,{},2026-03-04T03:03:13.058830+00:00
REMOVE_FROM_CART,USER,67e014c6-9b1b-48a0-9929-d43741e7bb0e,,67db28fb-d0d9-49b5-bbb4-3c0001f676e5,30,{},2026-03-04T03:03:14.058830+00:00
SESSION_END,SYSTEM,67e014c6-9b1b-48a0-9929-d43741e7bb0e,,67db28fb-d0d9-49b5-bbb4-3c0001f676e5,,{},2026-03-04T03:03:15.058830+00:00
SESSION_START,SYSTEM,67e014c6-9b1b-48a0-9929-d43741e7bb0e,,4867c069-dd44-432a-9db0-d95ea5687126,,{},2026-03-06T18:02:58.058830+00:00
LOGIN,USER,67e014c6-9b1b-48a0-9929-d43741e7bb0e,,4867c069-dd44-432a-9db0-d95ea5687126,,{},2026-03-06T18:03:00.058830+00:00
VIEW_PRODUCT,USER,67e014c6-9b1b-48a0-9929-d43741e7bb0e,,4867c069-dd44-432a-9db0-d95ea5687126,68,{},2026-03-06T18:03:08.058830+00:00
ADD_TO_CART,USER,67e014c6-9b1b-48a0-9929-d43741e7bb0e,,4867c069-dd44-432a-9db0-d95ea5687126,68,{},2026-03-06T18:03:09.058830+00:00
SEARCH_QUERY,USER,67e014c6-9b1b-48a0-9929-d43741e7bb0e,,4867c069-dd44-432a-9db0-d95ea5687126,,{},2026-03-06T18:03:14.058830+00:00
VIEW_PRODUCT,USER,67e014c6-9b1b-48a0-9929-d43741e7bb0e,,4867c069-dd44-432a-9db0-d95ea5687126,60,{},2026-03-06T18:03:15.058830+00:00
